# Created by Octave 3.8.1, Thu Sep 25 16:49:43 2014 CEST <tai@Parme>
# name: overhead
# type: matrix
# rows: 13
# columns: 2
 225 12.5
 375 13.5
 525 17
 675 17.66666666666667
 825 19.66666666666667
 975 21.33333333333333
 1125 21
 1275 21.6
 1425 21.6
 1575 21.71428571428572
 1725 22.6
 1875 21.6
 2025 25


