# Created by Octave 3.8.1, Thu Sep 25 16:49:43 2014 CEST <tai@Parme>
# name: pdr
# type: matrix
# rows: 13
# columns: 2
 225 0.9583333333333333
 375 0.96875
 525 0.85
 675 0.8633040935672515
 825 0.8721532091097308
 975 0.8784722222222222
 1125 0.8248207885304659
 1275 0.9434523809523809
 1425 0.94493006993007
 1575 0.9422642118863048
 1725 0.9961538461538462
 1875 0.9438323201621074
 2025 0.9299999999999999


