# Created by Octave 3.8.1, Thu Sep 25 16:49:43 2014 CEST <tai@Parme>
# name: energy
# type: matrix
# rows: 13
# columns: 2
 225 16.5967
 375 76.21116666666667
 525 94.47813333333333
 675 119.9715666666667
 825 149.4611666666667
 975 179.388
 1125 199.426675
 1275 154.1154
 1425 231.4553333333334
 1575 187.2634
 1725 305.5756666666667
 1875 226.4881999999999
 2025 245.4896


