# Created by Octave 3.8.1, Thu Sep 25 15:27:31 2014 CEST <tai@Parme>
# name: overhead
# type: matrix
# rows: 13
# columns: 2
 225 13.33333333333333
 375 16.83333333333333
 525 18
 675 19.16666666666667
 825 19.66666666666667
 975 20.16666666666667
 1125 20.83333333333333
 1275 21
 1425 21
 1575 21.16666666666667
 1725 21.66666666666667
 1875 22
 2025 22.33333333333333


