# Created by Octave 3.8.1, Thu Sep 25 15:27:31 2014 CEST <tai@Parme>
# name: energy
# type: matrix
# rows: 13
# columns: 2
 225 817.0813333333332
 375 1715.495
 525 2605.135
 675 3516.213333333333
 825 4410.606666666667
 975 5321.036666666666
 1125 6204.631666666667
 1275 7105.118333333333
 1425 7999.795000000001
 1575 9180.690000000001
 1725 10121.26333333333
 1875 10907.24
 2025 11861.62857142857


