# Created by Octave 3.8.1, Fri Sep 12 18:31:10 2014 CEST <tai@Parme>
# name: energy
# type: matrix
# rows: 13
# columns: 2
 225 34.03955
 375 55.43665000000001
 525 80.99953333333333
 675 106.4766666666667
 825 132.5476333333333
 975 157.1792166666667
 1125 179.1618833333333
 1275 199.8406666666666
 1425 221.1426666666666
 1575 246.3871666666666
 1725 270.0511666666667
 1875 291.985
 2025 313.454


