# Created by Octave 3.8.1, Fri Sep 12 18:31:10 2014 CEST <tai@Parme>
# name: pdr
# type: matrix
# rows: 14
# columns: 2
 75 0
 225 0.3666666666666667
 375 1.013392857142857
 525 1.010185185185185
 675 1.008207070707071
 825 1.006868131868132
 975 1.005902777777778
 1125 1.005174291938998
 1275 1.004605263157895
 1425 1.004148629148629
 1575 1.003774154589372
 1725 1.003461538461538
 1875 1.003196649029982
 2025 1.002969348659004


