# Created by Octave 3.8.1, Thu Sep 25 15:31:22 2014 CEST <tai@Parme>
# name: pdr
# type: matrix
# rows: 13
# columns: 2
 225 0.9666666666666668
 375 0.975
 525 0.8326530612244899
 675 0.9833333333333332
 825 0.9123376623376623
 975 0.9875
 1125 0.9888888888888889
 1275 0.985
 1425 0.990909090909091
 1575 0.9916666666666668
 1725 0.8812709030100335
 1875 0.9928571428571429
 2025 0.9933333333333334


