# Created by Octave 3.8.1, Thu Sep 25 15:31:22 2014 CEST <tai@Parme>
# name: energy
# type: matrix
# rows: 13
# columns: 2
 225 14.72535
 375 43.03572
 525 82.6819
 675 93.71728333333334
 825 112.6776333333333
 975 89.61094
 1125 154.57975
 1275 112.78482
 1425 132.90492
 1575 141.03102
 1725 149.71128
 1875 263.3236333333334
 2025 278.7545


