# Created by Octave 3.8.1, Fri Sep 12 14:37:46 2014 CEST <tai@Parme>
# name: overhead
# type: matrix
# rows: 20
# columns: 2
 150 8.5
 250 11.57142857142857
 350 11.66666666666667
 450 12.18181818181818
 550 13.66666666666667
 650 15.42857142857143
 750 14.5
 850 17.42857142857143
 950 18.57142857142857
 1050 17.5
 1150 21.125
 1250 20.66666666666667
 1350 20.5
 1450 24.25
 1550 23.66666666666667
 1650 24.125
 1750 25.22222222222222
 1850 26.5
 1950 27.33333333333333
 2050 28


