# Created by Octave 3.8.1, Thu Sep 25 16:55:51 2014 CEST <tai@Parme>
# name: overhead
# type: matrix
# rows: 13
# columns: 2
 225 7.666666666666667
 375 11.5
 525 15.66666666666667
 675 20
 825 26.16666666666667
 975 28.83333333333333
 1125 29.8
 1275 32.75
 1425 44.2
 1575 54
 1725 59.25
 1875 61.75
 2025 70


