# Created by Octave 3.8.1, Thu Sep 25 16:55:51 2014 CEST <tai@Parme>
# name: pdr
# type: matrix
# rows: 13
# columns: 2
 225 1
 375 1
 525 1
 675 1
 825 0.9935897435897436
 975 0.9944444444444445
 1125 0.9941176470588236
 1275 1
 1425 1
 1575 0.891156462585034
 1725 0.916
 1875 0.9382716049382717
 2025 0.8896551724137931


