# Created by Octave 3.8.1, Thu Sep 25 16:55:51 2014 CEST <tai@Parme>
# name: energy
# type: matrix
# rows: 13
# columns: 2
 225 72.64863333333334
 375 151.4407333333333
 525 267.14375
 675 352.7927999999999
 825 359.1468
 975 510.7093333333332
 1125 555.3116
 1275 450.2895
 1425 582.2636666666666
 1575 1212.745
 1725 1474.04275
 1875 1674.27
 2025 1616.94


