# Created by Octave 3.8.1, Mon Sep 22 13:22:45 2014 CEST <tai@Parme>
# name: overhead
# type: matrix
# rows: 13
# columns: 2
 225 13.8
 375 15.2
 525 19
 675 32.4
 825 32.85714285714285
 975 39.83333333333334
 1125 55.66666666666666
 1275 69.16666666666667
 1425 72.16666666666667
 1575 74.16666666666667
 1725 75.16666666666667
 1875 75.83333333333333
 2025 76.5


