# Created by Octave 3.8.1, Mon Sep 22 13:22:45 2014 CEST <tai@Parme>
# name: pdr
# type: matrix
# rows: 14
# columns: 2
 75 0
 225 0.9651515151515152
 375 0.8118055555555556
 525 0.9145989974937344
 675 0.910024154589372
 825 0.9465574108431251
 975 0.9410557968017645
 1125 0.9339791472144414
 1275 0.932524609033897
 1425 0.9391217207924675
 1575 0.9445403469744359
 1725 0.9490710866286314
 1875 0.9529160654160652
 2025 0.9562202812592449


