# Created by Octave 3.8.1, Thu Sep 25 15:28:50 2014 CEST <tai@Parme>
# name: overhead
# type: matrix
# rows: 13
# columns: 2
 225 12.66666666666667
 375 17.5
 525 22
 675 25.66666666666667
 825 27.83333333333333
 975 28.66666666666667
 1125 29.83333333333333
 1275 29.83333333333333
 1425 30.16666666666667
 1575 30.66666666666667
 1725 30.83333333333333
 1875 31.16666666666667
 2025 31.5


